,Z,W
3970,139.70,205.20
3971,139.71,205.29
3972,139.72,205.39
3973,139.73,205.48
3974,139.74,205.57
3975,139.75,205.66
3976,139.76,205.75
3977,139.77,205.85
3978,139.78,205.94
3979,139.79,206.03
3980,139.80,206.12
3981,139.81,206.21
3982,139.82,206.31
3983,139.83,206.40
3984,139.84,206.49
3985,139.85,206.58
3986,139.86,206.68
3987,139.87,206.77
3988,139.88,206.86
3989,139.89,206.95
3990,139.90,207.05
3991,139.91,207.14
3992,139.92,207.23
3993,139.93,207.32
3994,139.94,207.41
3995,139.95,207.51
3996,139.96,207.60
3997,139.97,207.69
3998,139.98,207.78
3999,139.99,207.88
4000,140.00,207.97
4001,140.01,208.06
4002,140.02,208.16
4003,140.03,208.25
4004,140.04,208.34
4005,140.05,208.43
4006,140.06,208.53
4007,140.07,208.62
4008,140.08,208.71
4009,140.09,208.80
4010,140.10,208.90
4011,140.11,208.99
4012,140.12,209.08
4013,140.13,209.18
4014,140.14,209.27
4015,140.15,209.36
4016,140.16,209.45
4017,140.17,209.55
4018,140.18,209.64
4019,140.19,209.73
4020,140.20,209.83
4021,140.21,209.92
4022,140.22,210.01
4023,140.23,210.11
4024,140.24,210.20
4025,140.25,210.29
4026,140.26,210.39
4027,140.27,210.48
4028,140.28,210.57
4029,140.29,210.67
4030,140.30,210.76
4031,140.31,210.85
4032,140.32,210.94
4033,140.33,211.04
4034,140.34,211.13
4035,140.35,211.23
4036,140.36,211.32
4037,140.37,211.41
4038,140.38,211.51
4039,140.39,211.60
4040,140.40,211.69
4041,140.41,211.79
4042,140.42,211.88
4043,140.43,211.97
4044,140.44,212.07
4045,140.45,212.16
4046,140.46,212.25
4047,140.47,212.35
4048,140.48,212.44
4049,140.49,212.53
4050,140.50,212.63
4051,140.51,212.72
4052,140.52,212.82
4053,140.53,212.91
4054,140.54,213.00
4055,140.55,213.10
4056,140.56,213.19
4057,140.57,213.29
4058,140.58,213.38
4059,140.59,213.47
4060,140.60,213.57
4061,140.61,213.66
4062,140.62,213.76
4063,140.63,213.85
4064,140.64,213.94
4065,140.65,214.04
4066,140.66,214.13
4067,140.67,214.23
4068,140.68,214.32
4069,140.69,214.41
4070,140.70,214.51
4071,140.71,214.60
4072,140.72,214.70
4073,140.73,214.79
4074,140.74,214.88
4075,140.75,214.98
4076,140.76,215.07
4077,140.77,215.17
4078,140.78,215.26
4079,140.79,215.36
4080,140.80,215.45
4081,140.81,215.55
4082,140.82,215.64
4083,140.83,215.73
4084,140.84,215.83
4085,140.85,215.92
4086,140.86,216.02
4087,140.87,216.11
4088,140.88,216.21
4089,140.89,216.30
4090,140.90,216.40
4091,140.91,216.49
4092,140.92,216.59
4093,140.93,216.68
4094,140.94,216.78
4095,140.95,216.87
4096,140.96,216.96
4097,140.97,217.06
4098,140.98,217.15
4099,140.99,217.25
4100,141.00,217.34
4101,141.01,217.44
4102,141.02,217.53
4103,141.03,217.63
4104,141.04,217.72
4105,141.05,217.82
4106,141.06,217.91
4107,141.07,218.01
4108,141.08,218.10
4109,141.09,218.20
4110,141.10,218.29
4111,141.11,218.39
4112,141.12,218.48
4113,141.13,218.58
4114,141.14,218.68
4115,141.15,218.77
4116,141.16,218.87
4117,141.17,218.96
4118,141.18,219.06
4119,141.19,219.15
4120,141.20,219.25
4121,141.21,219.34
4122,141.22,219.44
4123,141.23,219.53
4124,141.24,219.63
4125,141.25,219.72
4126,141.26,219.82
4127,141.27,219.92
4128,141.28,220.01
4129,141.29,220.11
4130,141.30,220.20
4131,141.31,220.30
4132,141.32,220.39
4133,141.33,220.49
4134,141.34,220.58
4135,141.35,220.68
4136,141.36,220.78
4137,141.37,220.87
4138,141.38,220.97
4139,141.39,221.06
4140,141.40,221.16
4141,141.41,221.26
4142,141.42,221.35
4143,141.43,221.45
4144,141.44,221.54
4145,141.45,221.64
4146,141.46,221.73
4147,141.47,221.83
4148,141.48,221.93
4149,141.49,222.02
4150,141.50,222.12
4151,141.51,222.22
4152,141.52,222.31
4153,141.53,222.41
4154,141.54,222.50
4155,141.55,222.60
4156,141.56,222.70
4157,141.57,222.79
4158,141.58,222.89
4159,141.59,222.99
4160,141.60,223.08
4161,141.61,223.18
4162,141.62,223.27
4163,141.63,223.37
4164,141.64,223.47
4165,141.65,223.56
4166,141.66,223.66
4167,141.67,223.76
4168,141.68,223.85
4169,141.69,223.95
4170,141.70,224.05
4171,141.71,224.14
4172,141.72,224.24
4173,141.73,224.34
4174,141.74,224.43
4175,141.75,224.53
4176,141.76,224.63
4177,141.77,224.72
4178,141.78,224.82
4179,141.79,224.92
4180,141.80,225.01
4181,141.81,225.11
4182,141.82,225.21
4183,141.83,225.30
4184,141.84,225.40
4185,141.85,225.50
4186,141.86,225.59
4187,141.87,225.69
4188,141.88,225.79
4189,141.89,225.89
4190,141.90,225.98
4191,141.91,226.08
4192,141.92,226.18
4193,141.93,226.27
4194,141.94,226.37
4195,141.95,226.47
4196,141.96,226.57
4197,141.97,226.66
4198,141.98,226.76
4199,141.99,226.86
4200,142.00,226.95
4201,142.01,227.05
4202,142.02,227.15
4203,142.03,227.25
4204,142.04,227.34
4205,142.05,227.44
4206,142.06,227.54
4207,142.07,227.64
4208,142.08,227.73
4209,142.09,227.83
4210,142.10,227.93
4211,142.11,228.03
4212,142.12,228.12
4213,142.13,228.22
4214,142.14,228.32
4215,142.15,228.42
4216,142.16,228.52
4217,142.17,228.61
4218,142.18,228.71
4219,142.19,228.81
4220,142.20,228.91
4221,142.21,229.00
4222,142.22,229.10
4223,142.23,229.20
4224,142.24,229.30
4225,142.25,229.40
4226,142.26,229.49
4227,142.27,229.59
4228,142.28,229.69
4229,142.29,229.79
4230,142.30,229.89
4231,142.31,229.98
4232,142.32,230.08
4233,142.33,230.18
4234,142.34,230.28
4235,142.35,230.38
4236,142.36,230.47
4237,142.37,230.57
4238,142.38,230.67
4239,142.39,230.77
4240,142.40,230.87
4241,142.41,230.97
4242,142.42,231.06
4243,142.43,231.16
4244,142.44,231.26
4245,142.45,231.36
4246,142.46,231.46
4247,142.47,231.56
4248,142.48,231.66
4249,142.49,231.75
4250,142.50,231.85
4251,142.51,231.95
4252,142.52,232.05
4253,142.53,232.15
4254,142.54,232.25
4255,142.55,232.35
4256,142.56,232.44
4257,142.57,232.54
4258,142.58,232.64
4259,142.59,232.74
4260,142.60,232.84
4261,142.61,232.94
4262,142.62,233.04
4263,142.63,233.14
4264,142.64,233.24
4265,142.65,233.33
4266,142.66,233.43
4267,142.67,233.53
4268,142.68,233.63
4269,142.69,233.73
4270,142.70,233.83
4271,142.71,233.93
4272,142.72,234.03
4273,142.73,234.13
4274,142.74,234.23
4275,142.75,234.33
4276,142.76,234.42
4277,142.77,234.52
4278,142.78,234.62
4279,142.79,234.72
4280,142.80,234.82
4281,142.81,234.92
4282,142.82,235.02
4283,142.83,235.12
4284,142.84,235.22
4285,142.85,235.32
4286,142.86,235.42
4287,142.87,235.52
4288,142.88,235.62
4289,142.89,235.72
4290,142.90,235.82
4291,142.91,235.92
4292,142.92,236.02
4293,142.93,236.12
4294,142.94,236.22
4295,142.95,236.32
4296,142.96,236.42
4297,142.97,236.52
4298,142.98,236.62
4299,142.99,236.72
4300,143.00,236.81
4301,143.01,236.91
4302,143.02,237.01
4303,143.03,237.11
4304,143.04,237.21
4305,143.05,237.31
4306,143.06,237.41
4307,143.07,237.51
4308,143.08,237.61
4309,143.09,237.72
4310,143.10,237.82
4311,143.11,237.92
4312,143.12,238.02
4313,143.13,238.12
4314,143.14,238.22
4315,143.15,238.32
4316,143.16,238.42
4317,143.17,238.52
4318,143.18,238.62
4319,143.19,238.72
4320,143.20,238.82
4321,143.21,238.92
4322,143.22,239.02
4323,143.23,239.12
4324,143.24,239.22
4325,143.25,239.32
4326,143.26,239.42
4327,143.27,239.52
4328,143.28,239.62
4329,143.29,239.72
4330,143.30,239.82
4331,143.31,239.92
4332,143.32,240.03
4333,143.33,240.13
4334,143.34,240.23
4335,143.35,240.33
4336,143.36,240.43
4337,143.37,240.53
4338,143.38,240.63
4339,143.39,240.73
4340,143.40,240.83
4341,143.41,240.93
4342,143.42,241.03
4343,143.43,241.14
4344,143.44,241.24
4345,143.45,241.34
4346,143.46,241.44
4347,143.47,241.54
4348,143.48,241.64
4349,143.49,241.74
4350,143.50,241.84
4351,143.51,241.94
4352,143.52,242.05
4353,143.53,242.15
4354,143.54,242.25
4355,143.55,242.35
4356,143.56,242.45
4357,143.57,242.55
4358,143.58,242.65
4359,143.59,242.76
4360,143.60,242.86
4361,143.61,242.96
4362,143.62,243.06
4363,143.63,243.16
4364,143.64,243.26
4365,143.65,243.36
4366,143.66,243.47
4367,143.67,243.57
4368,143.68,243.67
4369,143.69,243.77
4370,143.70,243.87
4371,143.71,243.97
4372,143.72,244.08
4373,143.73,244.18
4374,143.74,244.28
4375,143.75,244.38
4376,143.76,244.48
4377,143.77,244.59
4378,143.78,244.69
4379,143.79,244.79
4380,143.80,244.89
4381,143.81,244.99
4382,143.82,245.10
4383,143.83,245.20
4384,143.84,245.30
4385,143.85,245.40
4386,143.86,245.51
4387,143.87,245.61
4388,143.88,245.71
4389,143.89,245.81
4390,143.90,245.91
4391,143.91,246.02
4392,143.92,246.12
4393,143.93,246.22
4394,143.94,246.32
4395,143.95,246.43
4396,143.96,246.53
4397,143.97,246.63
4398,143.98,246.73
4399,143.99,246.84
4400,144.00,246.94
4401,144.01,247.04
4402,144.02,247.14
4403,144.03,247.25
4404,144.04,247.35
4405,144.05,247.45
4406,144.06,247.55
4407,144.07,247.66
4408,144.08,247.76
4409,144.09,247.86
4410,144.10,247.97
4411,144.11,248.07
4412,144.12,248.17
4413,144.13,248.27
4414,144.14,248.38
4415,144.15,248.48
4416,144.16,248.58
4417,144.17,248.69
4418,144.18,248.79
4419,144.19,248.89
4420,144.20,249.00
4421,144.21,249.10
4422,144.22,249.20
4423,144.23,249.31
4424,144.24,249.41
4425,144.25,249.51
4426,144.26,249.62
4427,144.27,249.72
4428,144.28,249.82
4429,144.29,249.93
4430,144.30,250.03
4431,144.31,250.13
4432,144.32,250.24
4433,144.33,250.34
4434,144.34,250.44
4435,144.35,250.55
4436,144.36,250.65
4437,144.37,250.75
4438,144.38,250.86
4439,144.39,250.96
4440,144.40,251.07
4441,144.41,251.17
4442,144.42,251.27
4443,144.43,251.38
4444,144.44,251.48
4445,144.45,251.58
4446,144.46,251.69
4447,144.47,251.79
4448,144.48,251.90
4449,144.49,252.00
4450,144.50,252.10
4451,144.51,252.21
4452,144.52,252.31
4453,144.53,252.42
4454,144.54,252.52
4455,144.55,252.62
4456,144.56,252.73
4457,144.57,252.83
4458,144.58,252.94
4459,144.59,253.04
4460,144.60,253.15
4461,144.61,253.25
4462,144.62,253.35
4463,144.63,253.46
4464,144.64,253.56
4465,144.65,253.67
4466,144.66,253.77
4467,144.67,253.88
4468,144.68,253.98
4469,144.69,254.09
4470,144.70,254.19
4471,144.71,254.29
4472,144.72,254.40
4473,144.73,254.50
4474,144.74,254.61
4475,144.75,254.71
4476,144.76,254.82
4477,144.77,254.92
4478,144.78,255.03
4479,144.79,255.13
4480,144.80,255.24
4481,144.81,255.34
4482,144.82,255.45
4483,144.83,255.55
4484,144.84,255.66
4485,144.85,255.76
4486,144.86,255.87
4487,144.87,255.97
4488,144.88,256.08
4489,144.89,256.18
4490,144.90,256.29
4491,144.91,256.39
4492,144.92,256.50
4493,144.93,256.60
4494,144.94,256.71
4495,144.95,256.81
4496,144.96,256.92
4497,144.97,257.02
4498,144.98,257.13
4499,144.99,257.23
4500,145.00,257.34
4501,145.01,257.45
4502,145.02,257.55
4503,145.03,257.66
4504,145.04,257.76
4505,145.05,257.87
4506,145.06,257.97
4507,145.07,258.08
4508,145.08,258.18
4509,145.09,258.29
4510,145.10,258.40
4511,145.11,258.50
4512,145.12,258.61
4513,145.13,258.71
4514,145.14,258.82
4515,145.15,258.92
4516,145.16,259.03
4517,145.17,259.14
4518,145.18,259.24
4519,145.19,259.35
4520,145.20,259.45
4521,145.21,259.56
4522,145.22,259.67
4523,145.23,259.77
4524,145.24,259.88
4525,145.25,259.99
4526,145.26,260.09
4527,145.27,260.20
4528,145.28,260.30
4529,145.29,260.41
4530,145.30,260.52
4531,145.31,260.62
4532,145.32,260.73
4533,145.33,260.84
4534,145.34,260.94
4535,145.35,261.05
4536,145.36,261.15
4537,145.37,261.26
4538,145.38,261.37
4539,145.39,261.47
4540,145.40,261.58
4541,145.41,261.69
4542,145.42,261.79
4543,145.43,261.90
4544,145.44,262.01
4545,145.45,262.11
4546,145.46,262.22
4547,145.47,262.33
4548,145.48,262.44
4549,145.49,262.54
4550,145.50,262.65
4551,145.51,262.76
4552,145.52,262.86
4553,145.53,262.97
4554,145.54,263.08
4555,145.55,263.18
4556,145.56,263.29
4557,145.57,263.40
4558,145.58,263.51
4559,145.59,263.61
4560,145.60,263.72
4561,145.61,263.83
4562,145.62,263.93
4563,145.63,264.04
4564,145.64,264.15
4565,145.65,264.26
4566,145.66,264.36
4567,145.67,264.47
4568,145.68,264.58
4569,145.69,264.69
4570,145.70,264.79
4571,145.71,264.90
4572,145.72,265.01
4573,145.73,265.12
4574,145.74,265.22
4575,145.75,265.33
4576,145.76,265.44
4577,145.77,265.55
4578,145.78,265.65
4579,145.79,265.76
4580,145.80,265.87
4581,145.81,265.98
4582,145.82,266.09
4583,145.83,266.19
4584,145.84,266.30
4585,145.85,266.41
4586,145.86,266.52
4587,145.87,266.63
4588,145.88,266.73
4589,145.89,266.84
4590,145.90,266.95
4591,145.91,267.06
4592,145.92,267.17
4593,145.93,267.27
4594,145.94,267.38
4595,145.95,267.49
4596,145.96,267.60
4597,145.97,267.71
4598,145.98,267.82
4599,145.99,267.92
4600,146.00,268.03
4601,146.01,268.14
4602,146.02,268.25
4603,146.03,268.36
4604,146.04,268.47
4605,146.05,268.57
4606,146.06,268.68
4607,146.07,268.79
4608,146.08,268.90
4609,146.09,269.01
4610,146.10,269.12
4611,146.11,269.23
4612,146.12,269.34
4613,146.13,269.44
4614,146.14,269.55
4615,146.15,269.66
4616,146.16,269.77
4617,146.17,269.88
4618,146.18,269.99
4619,146.19,270.10
4620,146.20,270.21
4621,146.21,270.32
4622,146.22,270.42
4623,146.23,270.53
4624,146.24,270.64
4625,146.25,270.75
4626,146.26,270.86
4627,146.27,270.97
4628,146.28,271.08
4629,146.29,271.19
4630,146.30,271.30
4631,146.31,271.41
4632,146.32,271.52
4633,146.33,271.63
4634,146.34,271.74
4635,146.35,271.85
4636,146.36,271.95
4637,146.37,272.06
4638,146.38,272.17
4639,146.39,272.28
4640,146.40,272.39
4641,146.41,272.50
4642,146.42,272.61
4643,146.43,272.72
4644,146.44,272.83
4645,146.45,272.94
4646,146.46,273.05
4647,146.47,273.16
4648,146.48,273.27
4649,146.49,273.38
4650,146.50,273.49
4651,146.51,273.60
4652,146.52,273.71
4653,146.53,273.82
4654,146.54,273.93
4655,146.55,274.04
4656,146.56,274.15
4657,146.57,274.26
4658,146.58,274.37
4659,146.59,274.48
4660,146.60,274.59
4661,146.61,274.70
4662,146.62,274.81
4663,146.63,274.92
4664,146.64,275.03
4665,146.65,275.14
4666,146.66,275.25
4667,146.67,275.36
4668,146.68,275.48
4669,146.69,275.59
4670,146.70,275.70
4671,146.71,275.81
4672,146.72,275.92
4673,146.73,276.03
4674,146.74,276.14
4675,146.75,276.25
4676,146.76,276.36
4677,146.77,276.47
4678,146.78,276.58
4679,146.79,276.69
4680,146.80,276.80
4681,146.81,276.91
4682,146.82,277.03
4683,146.83,277.14
4684,146.84,277.25
4685,146.85,277.36
4686,146.86,277.47
4687,146.87,277.58
4688,146.88,277.69
4689,146.89,277.80
4690,146.90,277.91
4691,146.91,278.03
4692,146.92,278.14
4693,146.93,278.25
4694,146.94,278.36
4695,146.95,278.47
4696,146.96,278.58
4697,146.97,278.69
4698,146.98,278.80
4699,146.99,278.92
4700,147.00,279.03
4701,147.01,279.14
4702,147.02,279.25
4703,147.03,279.36
4704,147.04,279.47
4705,147.05,279.59
4706,147.06,279.70
4707,147.07,279.81
4708,147.08,279.92
4709,147.09,280.03
4710,147.10,280.14
4711,147.11,280.26
4712,147.12,280.37
4713,147.13,280.48
4714,147.14,280.59
4715,147.15,280.70
4716,147.16,280.82
4717,147.17,280.93
4718,147.18,281.04
4719,147.19,281.15
4720,147.20,281.26
4721,147.21,281.38
4722,147.22,281.49
4723,147.23,281.60
4724,147.24,281.71
4725,147.25,281.83
4726,147.26,281.94
4727,147.27,282.05
4728,147.28,282.16
4729,147.29,282.28
4730,147.30,282.39
4731,147.31,282.50
4732,147.32,282.61
4733,147.33,282.73
4734,147.34,282.84
4735,147.35,282.95
4736,147.36,283.06
4737,147.37,283.18
4738,147.38,283.29
4739,147.39,283.40
4740,147.40,283.51
4741,147.41,283.63
4742,147.42,283.74
4743,147.43,283.85
4744,147.44,283.97
4745,147.45,284.08
4746,147.46,284.19
4747,147.47,284.30
4748,147.48,284.42
4749,147.49,284.53
4750,147.50,284.64
4751,147.51,284.76
4752,147.52,284.87
4753,147.53,284.98
4754,147.54,285.10
4755,147.55,285.21
4756,147.56,285.32
4757,147.57,285.44
4758,147.58,285.55
4759,147.59,285.66
4760,147.60,285.78
4761,147.61,285.89
4762,147.62,286.00
4763,147.63,286.12
4764,147.64,286.23
4765,147.65,286.34
4766,147.66,286.46
4767,147.67,286.57
4768,147.68,286.68
4769,147.69,286.80
4770,147.70,286.91
4771,147.71,287.03
4772,147.72,287.14
4773,147.73,287.25
4774,147.74,287.37
4775,147.75,287.48
4776,147.76,287.60
4777,147.77,287.71
4778,147.78,287.82
4779,147.79,287.94
4780,147.80,288.05
4781,147.81,288.17
4782,147.82,288.28
4783,147.83,288.39
4784,147.84,288.51
4785,147.85,288.62
4786,147.86,288.74
4787,147.87,288.85
4788,147.88,288.96
4789,147.89,289.08
4790,147.90,289.19
4791,147.91,289.31
4792,147.92,289.42
4793,147.93,289.54
4794,147.94,289.65
4795,147.95,289.77
4796,147.96,289.88
4797,147.97,290.00
4798,147.98,290.11
4799,147.99,290.22
4800,148.00,290.34
4801,148.01,290.45
4802,148.02,290.57
4803,148.03,290.68
4804,148.04,290.80
4805,148.05,290.91
4806,148.06,291.03
4807,148.07,291.14
4808,148.08,291.26
4809,148.09,291.37
4810,148.10,291.49
4811,148.11,291.60
4812,148.12,291.72
4813,148.13,291.83
4814,148.14,291.95
4815,148.15,292.06
4816,148.16,292.18
4817,148.17,292.29
4818,148.18,292.41
4819,148.19,292.53
4820,148.20,292.64
4821,148.21,292.76
4822,148.22,292.87
4823,148.23,292.99
4824,148.24,293.10
4825,148.25,293.22
4826,148.26,293.33
4827,148.27,293.45
4828,148.28,293.56
4829,148.29,293.68
4830,148.30,293.80
4831,148.31,293.91
4832,148.32,294.03
4833,148.33,294.14
4834,148.34,294.26
4835,148.35,294.38
4836,148.36,294.49
4837,148.37,294.61
4838,148.38,294.72
4839,148.39,294.84
4840,148.40,294.96
4841,148.41,295.07
4842,148.42,295.19
4843,148.43,295.30
4844,148.44,295.42
4845,148.45,295.54
4846,148.46,295.65
4847,148.47,295.77
4848,148.48,295.88
4849,148.49,296.00
4850,148.50,296.12
4851,148.51,296.23
4852,148.52,296.35
4853,148.53,296.47
4854,148.54,296.58
4855,148.55,296.70
4856,148.56,296.82
4857,148.57,296.93
4858,148.58,297.05
4859,148.59,297.17
4860,148.60,297.28
4861,148.61,297.40
4862,148.62,297.52
4863,148.63,297.63
4864,148.64,297.75
4865,148.65,297.87
4866,148.66,297.98
4867,148.67,298.10
4868,148.68,298.22
4869,148.69,298.34
4870,148.70,298.45
4871,148.71,298.57
4872,148.72,298.69
4873,148.73,298.80
4874,148.74,298.92
4875,148.75,299.04
4876,148.76,299.16
4877,148.77,299.27
4878,148.78,299.39
4879,148.79,299.51
4880,148.80,299.62
4881,148.81,299.74
4882,148.82,299.86
4883,148.83,299.98
4884,148.84,300.09
4885,148.85,300.21
4886,148.86,300.33
4887,148.87,300.45
4888,148.88,300.56
4889,148.89,300.68
4890,148.90,300.80
4891,148.91,300.92
4892,148.92,301.04
4893,148.93,301.15
4894,148.94,301.27
4895,148.95,301.39
4896,148.96,301.51
4897,148.97,301.63
4898,148.98,301.74
4899,148.99,301.86
4900,149.00,301.98
4901,149.01,302.10
4902,149.02,302.22
4903,149.03,302.33
4904,149.04,302.45
4905,149.05,302.57
4906,149.06,302.69
4907,149.07,302.81
4908,149.08,302.93
4909,149.09,303.04
4910,149.10,303.16
4911,149.11,303.28
4912,149.12,303.40
4913,149.13,303.52
4914,149.14,303.64
4915,149.15,303.75
4916,149.16,303.87
4917,149.17,303.99
4918,149.18,304.11
4919,149.19,304.23
4920,149.20,304.35
4921,149.21,304.47
4922,149.22,304.59
4923,149.23,304.70
4924,149.24,304.82
4925,149.25,304.94
4926,149.26,305.06
4927,149.27,305.18
4928,149.28,305.30
4929,149.29,305.42
4930,149.30,305.54
4931,149.31,305.66
4932,149.32,305.78
4933,149.33,305.89
4934,149.34,306.01
4935,149.35,306.13
4936,149.36,306.25
4937,149.37,306.37
4938,149.38,306.49
4939,149.39,306.61
4940,149.40,306.73
4941,149.41,306.85
4942,149.42,306.97
4943,149.43,307.09
4944,149.44,307.21
4945,149.45,307.33
4946,149.46,307.45
4947,149.47,307.57
4948,149.48,307.69
4949,149.49,307.81
4950,149.50,307.93
4951,149.51,308.05
4952,149.52,308.17
4953,149.53,308.29
4954,149.54,308.41
4955,149.55,308.53
4956,149.56,308.65
4957,149.57,308.77
4958,149.58,308.89
4959,149.59,309.01
4960,149.60,309.13
4961,149.61,309.25
4962,149.62,309.37
4963,149.63,309.49
4964,149.64,309.61
4965,149.65,309.73
4966,149.66,309.85
4967,149.67,309.97
4968,149.68,310.09
4969,149.69,310.21
4970,149.70,310.33
4971,149.71,310.45
4972,149.72,310.57
4973,149.73,310.69
4974,149.74,310.81
4975,149.75,310.93
4976,149.76,311.05
4977,149.77,311.17
4978,149.78,311.29
4979,149.79,311.42
4980,149.80,311.54
4981,149.81,311.66
4982,149.82,311.78
4983,149.83,311.90
4984,149.84,312.02
4985,149.85,312.14
4986,149.86,312.26
4987,149.87,312.38
4988,149.88,312.50
4989,149.89,312.63
4990,149.90,312.75
4991,149.91,312.87
4992,149.92,312.99
4993,149.93,313.11
4994,149.94,313.23
4995,149.95,313.35
4996,149.96,313.47
4997,149.97,313.60
4998,149.98,313.72
4999,149.99,313.84
5000,150.00,313.96
5001,150.01,314.08
5002,150.02,314.20
5003,150.03,314.32
5004,150.04,314.45
5005,150.05,314.57
5006,150.06,314.69
5007,150.07,314.81
5008,150.08,314.93
5009,150.09,315.06
5010,150.10,315.18
5011,150.11,315.30
5012,150.12,315.42
5013,150.13,315.54
5014,150.14,315.67
5015,150.15,315.79
5016,150.16,315.91
5017,150.17,316.03
5018,150.18,316.15
5019,150.19,316.28
5020,150.20,316.40
5021,150.21,316.52
5022,150.22,316.64
5023,150.23,316.77
5024,150.24,316.89
5025,150.25,317.01
5026,150.26,317.13
5027,150.27,317.25
5028,150.28,317.38
5029,150.29,317.50
5030,150.30,317.62
5031,150.31,317.75
5032,150.32,317.87
5033,150.33,317.99
5034,150.34,318.11
5035,150.35,318.24
5036,150.36,318.36
5037,150.37,318.48
5038,150.38,318.60
5039,150.39,318.73
5040,150.40,318.85
5041,150.41,318.97
5042,150.42,319.10
5043,150.43,319.22
5044,150.44,319.34
5045,150.45,319.47
5046,150.46,319.59
5047,150.47,319.71
5048,150.48,319.84
5049,150.49,319.96
5050,150.50,320.08
5051,150.51,320.20
5052,150.52,320.33
5053,150.53,320.45
5054,150.54,320.58
5055,150.55,320.70
5056,150.56,320.82
5057,150.57,320.95
5058,150.58,321.07
5059,150.59,321.19
5060,150.60,321.32
5061,150.61,321.44
5062,150.62,321.56
5063,150.63,321.69
5064,150.64,321.81
5065,150.65,321.94
5066,150.66,322.06
